Time,proton_speed,proton_density,proton_temperature,K_p
2022/1/8 3:00,489.2687362,5.126678891,12.02129693,4.4
2022/1/8 17:00,424.9903728,14.78964392,11.55165983,4.4
2022/1/8 18:00,415.7546183,14.76718514,11.51959374,4.4
2022/1/8 19:00,403.5731033,14.46922185,11.52813882,4.4
2022/1/8 20:00,406.3413078,14.34839362,11.21066901,4.4
2022/1/8 21:00,404.0328042,14.55642062,11.18697872,4.4
2022/1/8 22:00,395.1383118,14.6726034,11.90978744,4.4
2022/1/8 23:00,415.7240586,12.41935461,11.93451413,4.4
2022/1/9 0:00,430.3935588,7.621926413,12.26969493,5.4
2022/1/9 1:00,432.2354013,8.953284049,12.28901889,5.4
2022/1/9 2:00,430.2219714,7.565318645,12.27520966,5.4
2022/1/9 3:00,412.4344515,7.327645682,12.10894659,5.4
2022/1/9 4:00,422.9293985,7.683859851,12.19973769,5.4
2022/1/9 5:00,435.0722357,8.813207479,12.29437409,5.4
2022/1/9 6:00,437.2199568,7.816070213,12.18065849,5.4
2022/1/9 7:00,449.0778599,7.095569958,12.17343445,5.4
2022/1/9 8:00,546.4123152,5.310350086,12.39173107,5.4
2022/1/9 9:00,501.7937459,5.088088375,11.92487546,5.4
2022/1/9 10:00,505.9222453,4.532833815,12.26007757,5.4
2022/1/9 11:00,492.5695449,3.958844197,12.28613841,5.4
2022/1/9 12:00,482.0375322,3.155226159,12.02675922,5.4
2022/1/9 13:00,444.2987908,3.348898331,11.24689428,5.4
2022/1/9 14:00,467.4880062,4.280540606,12.04283083,5.4
2022/1/9 15:00,455.8787904,5.135095479,12.13903904,5.4
2022/1/9 16:00,456.2006175,5.458002943,12.10797174,5.4
2022/1/9 17:00,457.5982404,5.367056941,12.09781096,5.4
2022/1/9 18:00,456.4991458,5.495932487,12.0978064,5.4
2022/1/9 19:00,452.868571,5.781970304,12.05019072,5.4
2022/1/9 20:00,449.7081119,5.990700132,12.01055284,5.4
2022/1/9 21:00,451.9175091,5.903320842,11.97142105,5.4
2022/1/9 22:00,447.9937221,6.377687012,11.98256124,5.4
2022/1/9 23:00,447.5242781,6.670916773,11.96321179,5.4
2022/1/10 0:00,446.8536594,6.746832595,11.95845519,5.4
2022/1/10 1:00,447.0553587,6.358145674,11.94553267,5.4
2022/1/10 2:00,439.774077,6.56863426,11.65967158,5.4
2022/1/10 3:00,428.3170776,7.738764207,11.85898261,5.4
2022/1/10 4:00,420.6483072,6.761461272,11.62088817,5.4
2022/1/10 5:00,419.5705091,5.877227307,11.70068732,5.4
2022/1/10 6:00,455.8790335,3.852570656,11.96807528,5.4
2022/1/10 7:00,443.4223658,3.848898609,11.74795553,5.4
2022/1/10 8:00,429.3639193,3.931338955,11.51909539,5.4
2022/1/10 9:00,440.2771066,3.949613693,11.52948363,5.4
2022/1/10 10:00,425.3152898,4.037061619,11.30770647,5.4
2022/1/10 11:00,424.8665985,3.979080528,11.29832531,5.4
2022/1/10 12:00,419.5635552,4.053612314,11.28403039,5.4
2022/1/10 13:00,421.1279676,4.180317284,11.293181,5.4
2022/1/10 14:00,422.7105097,4.481628683,11.29410467,5.4
2022/1/10 15:00,428.6636109,4.602868727,11.31937843,5.4
2022/1/10 16:00,422.6129259,4.586137812,11.28772254,5.4
2022/1/10 17:00,418.7658293,5.162910279,11.39765075,5.4
2022/1/10 18:00,418.1474634,5.509527651,11.33935663,5.4
2022/1/10 19:00,418.2590125,5.367754513,11.40424304,5.4
2022/1/10 20:00,411.4403232,6.164739815,11.65186168,5.4
2022/1/10 21:00,412.0627897,6.2556027,11.41196707,5.4
2022/1/10 22:00,409.8050612,6.338113765,11.35063449,5.4
2022/1/10 23:00,409.3083521,6.570064912,11.33845918,5.4
2022/1/11 0:00,410.1824486,6.196181037,11.33884371,5.1
2022/1/11 1:00,410.8300755,6.548086982,11.65476019,5.1
2022/1/11 2:00,449.6052695,7.039324415,11.64038932,5.1
2022/1/11 3:00,405.9728639,7.780908541,11.5427355,5.1
2022/1/11 4:00,409.1232089,7.759209521,11.59395683,5.1
2022/1/11 5:00,457.4744725,6.066674275,11.99518182,5.1
2022/1/11 8:00,447.8802347,6.977487386,11.97032619,5.1
2022/1/11 9:00,443.3914926,7.339696924,11.95660839,5.1
2022/1/11 10:00,442.3686406,7.51083305,11.94545782,5.1
2022/1/11 11:00,447.2796852,6.987733848,11.79311543,5.1
2022/1/11 12:00,409.2194365,6.587153788,11.54389173,5.1
2022/1/11 13:00,408.6301527,6.921344401,11.56485652,5.1
2022/1/11 14:00,409.3615454,6.773485536,11.66319837,5.1
2022/1/11 15:00,450.481138,6.963866236,11.78967459,5.1
2022/1/11 16:00,409.509546,6.272599135,11.5486374,5.1
2022/1/11 17:00,459.6348795,6.389790029,11.95248973,5.1
2022/1/11 18:00,491.4631446,6.425573594,12.15762927,5.1
2022/1/11 19:00,492.7264762,6.164415478,12.16156782,5.1
2022/1/11 20:00,492.1298034,5.922407711,12.13718641,5.1
2022/1/11 21:00,491.3042686,6.360599525,12.15007178,5.1
2022/1/11 22:00,489.2184345,6.383617712,12.08403979,5.1
2022/1/11 23:00,479.2282125,8.813009901,11.95585681,5.1
2022/1/12 0:00,473.9408489,9.333890323,11.86974791,7.6
2022/1/12 1:00,478.0692651,9.542041105,11.68978042,7.6
2022/1/12 2:00,481.6870837,8.158657081,11.79671479,7.6
2022/1/12 3:00,451.02717,8.321564179,11.71856075,7.6
2022/1/12 4:00,449.2669758,8.680617831,11.83230394,7.6
2022/1/12 5:00,482.0622064,8.376831554,11.8057116,7.6
2022/1/12 6:00,485.0881887,8.727980119,11.81854161,7.6
2022/1/12 7:00,447.2501426,8.546692352,11.71243103,7.6
2022/1/12 8:00,492.7219917,6.824109837,11.91532093,7.6
2022/1/12 9:00,489.8448482,6.703501604,11.86082886,7.6
2022/1/12 10:00,483.0293383,8.172275256,11.85895201,7.6
2022/1/12 11:00,484.1158175,7.528705095,11.87919582,7.6
2022/1/12 12:00,488.5191625,7.407185942,11.88676096,7.6
2022/1/12 13:00,458.9934259,5.835727282,11.75391516,7.6
2022/1/12 14:00,493.7953565,6.108360372,12.15749851,7.6
2022/1/12 15:00,411.1282327,5.235136399,11.39784251,7.6
2022/1/12 16:00,490.257446,5.25287613,11.82974189,7.6
2022/1/12 17:00,493.7536015,5.239684651,11.82972423,7.6
2022/1/12 18:00,410.7270668,4.515389359,11.55219788,7.6
2022/1/12 19:00,412.9054053,4.6027503,11.42437976,7.6
2022/1/12 20:00,412.9248913,5.275575734,11.41769059,7.6
2022/1/12 21:00,413.093069,5.351207785,11.43170078,7.6
2022/1/12 22:00,416.9892517,5.03212442,11.42229731,7.6
2022/1/12 23:00,416.6525446,5.217863236,11.41881258,7.6
2022/1/13 0:00,413.386633,5.204375391,11.42575071,8.5
2022/1/13 1:00,457.6308408,4.049395738,11.98746535,8.5
2022/1/13 2:00,426.3649207,4.406405573,12.02566181,8.5
2022/1/13 3:00,418.7803255,4.068418534,11.76448752,8.5
2022/1/13 4:00,433.3318154,4.316478107,11.88744187,8.5
2022/1/13 5:00,427.6939202,3.11937242,11.5901107,8.5
2022/1/13 6:00,427.9909899,4.264369395,11.42593983,8.5
2022/1/13 7:00,428.6277351,4.448108829,11.42466167,8.5
2022/1/13 8:00,438.4503681,3.752515949,11.90797979,8.5
2022/1/13 9:00,410.3711039,3.738178877,12.10223338,8.5
2022/1/13 10:00,429.2143321,3.527180081,11.91997154,8.5
2022/1/13 11:00,432.0060978,3.135991999,11.90925495,8.5
2022/1/13 12:00,433.1609765,3.613099559,12.00150021,8.5
2022/1/13 13:00,435.0061327,3.605523568,12.01760506,8.5
2022/1/13 14:00,437.3652515,4.032999475,11.943772,8.5
2022/1/13 15:00,441.2696419,3.384212154,11.93704541,8.5
2022/1/13 16:00,436.4587785,3.619381673,11.97634028,8.5
2022/1/13 17:00,441.2536104,4.355070905,11.87971621,8.5
2022/1/13 18:00,439.0610508,4.328388109,11.84104698,8.5
2022/1/13 19:00,430.598316,4.86118845,11.49343491,8.5
2022/1/13 20:00,491.7239419,6.635186569,12.06083064,8.5
2022/1/13 21:00,489.7099363,6.195910063,12.04264671,8.5
