Time,proton_speed,proton_density,proton_temperature,K_p
2016-07-26 07:00:00,423.25281852112863,8.989030518566569,11.999629733734391,0.0
2016-07-26 08:00:00,424.2369926811092,8.893479133134086,12.063444322982946,0.0
2016-07-26 09:00:00,425.0783543377753,8.637522902629028,12.06390670663339,0.0
2016-07-26 10:00:00,421.21405552530376,9.05426524743686,12.006815346848004,0.0
2016-07-26 11:00:00,413.2592058933405,8.121854880190144,12.35575729350176,0.0
2016-07-26 12:00:00,420.7945933756072,8.825178777477394,11.997390023090457,0.0
2016-07-26 13:00:00,421.6753237899062,8.953341972954572,12.011182860001494,0.0
2016-07-26 14:00:00,421.54585597759313,8.87358529025192,12.008904359393972,0.0
2016-07-26 15:00:00,419.1736036519984,9.60801020338138,11.981410288161964,0.0
2016-07-26 23:00:00,407.1679302049144,9.27064089159295,12.080780796074412,0.0
2016-07-27 00:00:00,418.2349140332544,8.815992014043655,12.068106312057177,0.0
2016-07-27 01:00:00,418.4881688881735,8.835894188511496,12.077915346862964,0.0
2016-07-27 02:00:00,417.81980841978606,9.015122664449116,12.063503145322091,0.0
2016-07-27 03:00:00,407.08499608500006,9.024232658271988,12.1132119373196,0.0
2016-07-27 04:00:00,417.9199511776648,9.102260735318064,12.068683972923344,0.0
2016-07-27 05:00:00,417.1132307011388,9.873975048735735,11.958822692042276,0.0
2016-07-27 06:00:00,417.5551856281895,9.193510245346774,11.971826799693735,0.0
2016-07-27 07:00:00,417.0513563716254,9.89562447574238,11.963941146110532,0.0
2016-07-27 08:00:00,417.2219713807365,9.723538350810609,11.972173906128454,0.0
2016-07-27 09:00:00,407.3533676728223,9.68767444515725,12.113352163948528,0.0
2016-07-27 10:00:00,407.27408639018586,9.729364906392991,12.121077103245984,0.0
2016-07-27 11:00:00,407.3791998215584,9.691801357261836,12.116993230319183,0.0
2016-07-27 12:00:00,406.50271079275024,9.799644212018698,12.111100889160518,0.0
2016-07-27 13:00:00,418.6349349001355,9.80418690992271,12.102741469895305,0.0
2016-07-27 14:00:00,409.51020495523,10.150168700846532,11.969713657240844,0.0
2016-07-27 15:00:00,410.85638104699046,10.146115186044328,11.98029439378698,0.0
2016-07-27 16:00:00,411.9745458843551,10.08733188168208,12.10581507370008,0.0
2016-07-27 17:00:00,409.5616773348066,10.701487578390786,12.083131959571467,0.0
2016-07-27 18:00:00,409.92141463541947,10.66335827491805,12.08493059372806,0.0
2016-07-27 22:00:00,405.8252342243259,9.938292112955205,11.9589272246202,0.0
2016-07-27 23:00:00,413.5513177248377,12.81250309891502,11.859199503029004,0.0
2016-07-28 00:00:00,411.4448269036863,13.483266762640326,11.647867774939211,1.3
2016-07-28 01:00:00,414.0871940713208,13.490763999521732,11.84872247955452,1.3
2016-07-28 07:00:00,408.1794270759528,8.983321398667991,12.301386694542524,1.3
2016-07-28 08:00:00,396.1504036182481,12.674436028522749,11.95177202429494,1.3
2016-07-28 09:00:00,392.894068712446,12.921656789818158,11.655483355677356,1.3
2016-07-28 10:00:00,394.0619402847485,12.46826340288172,11.828726799663627,1.3
2016-07-28 11:00:00,394.02654422755273,13.271443338200449,11.708694626429144,1.3
2016-07-28 12:00:00,397.1920571879348,12.894148274370778,11.766732242791011,1.3
2016-07-28 13:00:00,398.6229394415116,13.136512911443909,11.877009741802478,1.3
2016-07-28 14:00:00,398.5266606305959,13.630765584759413,11.549443978884506,1.3
2016-07-28 15:00:00,396.1058594746995,13.81288214536011,11.415904794315736,1.3
2016-07-28 16:00:00,411.14099528603634,11.38961347317944,11.971666904914262,1.3
2016-07-28 17:00:00,428.1834515446498,10.962108703389765,12.090496407165086,1.3
2016-07-28 18:00:00,432.3086435442817,10.905923266789564,12.051148815088816,1.3
2016-07-28 19:00:00,470.7141524650889,9.792070403897515,12.483377548486118,1.3
2016-07-28 20:00:00,481.8911820147161,9.455420782414576,12.50905304424223,1.3
2016-07-28 21:00:00,484.3929469334662,9.547318965899448,12.516106443677142,1.3
2016-07-28 22:00:00,495.0030254306951,8.62500628212032,12.57968683624414,1.3
2016-07-28 23:00:00,481.3717818195627,9.44833417368432,12.494962635497863,1.3
2016-07-29 00:00:00,478.0939968903056,9.522751103453338,12.476133659370875,1.6
2016-07-29 01:00:00,482.8849200831564,9.23673411508898,12.489198228374027,1.6
2016-07-29 02:00:00,480.7505755781028,9.457454482803742,12.38828896084976,1.6
2016-07-29 03:00:00,481.2114983904934,9.638719237954668,12.52439456589661,1.6
2016-07-29 04:00:00,462.6228684012053,9.718842510427038,12.460835662605213,1.6
2016-07-29 05:00:00,470.98784657588,9.81159289610386,12.488146346544587,1.6
2016-07-29 06:00:00,507.8592597989035,7.363749220117927,12.606585035359473,1.6
2016-07-29 07:00:00,521.7079016048099,6.493112998119866,12.59355342871974,1.6
2016-07-29 08:00:00,531.3083896154292,5.908445957054074,12.61082989574078,1.6
2016-07-29 09:00:00,520.5592474111115,6.384877765351907,12.577148734260604,1.6
2016-07-29 10:00:00,527.1811185052625,6.178052300461879,12.51564660960177,1.6
2016-07-29 11:00:00,523.2144314955347,6.87077365986382,12.523362170105216,1.6
2016-07-29 12:00:00,523.6325566172259,6.221403524442266,12.52695743518084,1.6
2016-07-29 13:00:00,516.4783820480799,6.491764074724788,12.523083902197428,1.6
2016-07-29 14:00:00,512.639589123922,7.700020151194806,12.510007313768938,1.6
2016-07-29 15:00:00,511.95478768915234,7.8440865583866834,12.522368746389912,1.6
2016-07-29 16:00:00,511.2581897010717,6.9785161388504005,12.481050332783484,1.6
